gradient,modificati,modificat1,modified,monitoring,municipali,natureofev,entrancelo,provincete,fishpassty,operatingn,operatedby,architect,constructe,length_m,contracted,depth_m,designedon,elevationm,engineerin,estimateof,estimateo1,fishwayref,hasevaluat,knownnotus,maxfishway,meanfishwa,entrancepo,completele,operationp,plansheldb,purpose,rivernamee,rivernamef,completel1,cabd_id,dam_id,known_use,datasource,featuretyp,waterbodyn,waterbody1,yearconstr,entrancep1,entrancel1,provincet1,fishpasst1,structuren,structure1,PRPWSHID,NHN4DWSH,Longitude,Latitude
0,NA,0,0,NA,Norfolk County,NA,0,on,6,"Converted to trap and sort facility during the sea lamprey migration

Near Port Royal, Ontario",NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Big Creek,NA,NA,4c920600-2884-4886-a9c0-11cf7ca5b9d8,05085c72-b5f5-4f2e-b805-c6f540a910b8,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/4c920600-2884-4886-a9c0-11cf7ca5b9d8,fishways,NA,NA,0,NA,NA,Ontario,Vertical slot,Big Creek Fishway,NA,ON-02GC-04,02GC,-80.50368893,42.75889058
0,NA,0,0,NA,Halifax,NA,0,ns,3,Nova Scotia Power Dam. The road was gated and the dam was fenced off.,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Malay Falls Flowage,NA,NA,79682959-3587-4ca1-9ffc-47a21182d213,f2fae8df-efe4-45b9-bc84-562b51a12c0f,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/79682959-3587-4ca1-9ffc-47a21182d213,fishways,NA,NA,0,NA,NA,Nova Scotia,Pool and weir,Malay Falls,NA,NA,01EM,-62.48499766,44.98834234
0,NA,0,0,NA,Markham,NA,2,on,1,"MNR owned

Also acts as a lamprey barrier",NA,NA,Toronto Zenith Contracting Ltd.,0,MMM Group and MIE Consulting Engineers Ltd.,0,1,0,"Passage can be blocked

Twin Denil style fishway

Engineer: Marshall Macklin Monaghan",0,0,NA,0,NA,0,0,0,0,NA,NA,Assist migrating Rainbow trout,Rouge River,NA,NA,4edf61ae-c89c-4770-bbab-5ad3b841fdde,2e0ee52f-4338-4447-8618-62d0828b47e2,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/4edf61ae-c89c-4770-bbab-5ad3b841fdde,fishways,NA,NA,2003,NA,Bank,Ontario,Denil,Milne Dam Fishway,NA,ON-02HC-07,02HC,-79.26229901,43.86830833
0,NA,0,0,Electronic fish counter,Port Hope,NA,0,on,3,"CA owned dam, MNR owned fishway

Lamprey barrier

Easily blocked at entrance

Fishway utilized by 5000-6,000 rainbow trout each spring

Also called Corbett Dam Fishway",MNR staff and volunteers,NA,NA,27.5,NA,0,0,3.7,NA,0,0,NA,0,NA,0,0,0,0,mayoct,NA,NA,Ganaraska River,NA,NA,4f232b54-5c41-46dd-a698-e69a88d25758,fe798a33-b8ab-4fad-bbdf-ce23720b8451,"{""Atlantic salmon (Salmo salar)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/4f232b54-5c41-46dd-a698-e69a88d25758,fishways,NA,NA,1974,NA,NA,Ontario,Pool and weir,Ganaraska Fishway (Corbett Dam),NA,ON-029B-02,02HD,-78.29485687,43.96880309
0,Add pools and slots,0,1,NA,Clare,Evaluation of fish Passage,0,ns,3,"It appears as though the fish way originally had six pools that were larger than the current pools, this is evident because of the slots where the baffles once were. The fish way now has eight pools that have a smaller distance betweel baffles. New slots",NA,NA,NA,0,NA,0,0,0,Functional & No Maintenance,0,0,NA,1,NA,0,0,0,0,NA,NA,NA,Meteghan River,NA,NA,54d921c1-1a3c-4c32-9751-5ae9a93cccb1,be0b4c39-5ec3-4ffb-8ddc-28dd87229820,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/54d921c1-1a3c-4c32-9751-5ae9a93cccb1,fishways,NA,NA,0,NA,NA,Nova Scotia,Pool and weir,DU6201 Guy Mill Pond Restoration Project,NA,NA,01DA,-66.03966821,44.27993927
0,NA,0,0,NA,Brockton,NA,0,on,1,"MNR owned fishway

Short distance downstream of Hanover, Ontario

Needs modifications to improve efficiency",MNR,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Saugeen River,NA,NA,56ff7148-af92-4fc7-aa80-ca90ecc5310c,002c2b32-872d-4b89-b3de-65eb6b2e1a84,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/56ff7148-af92-4fc7-aa80-ca90ecc5310c,fishways,NA,NA,0,NA,NA,Ontario,Denil,Maple Hill Fishway,NA,ON-02FC-03,02FC,-81.0686066,44.14296415
0,NA,0,0,NA,Shelburne,NA,0,ns,3,The pool drops are large (0.46 - 0.61 m) but because the fish way has a natural bottom it appears to be passable. The top two pools are a pool and weir fish way with concrete walls and baffles. The bottom five pools have a natural bottom with concrete ba,NA,NA,NA,0,NA,0,0,0,Functional & No Maintenance,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Roseway River,NA,NA,57bfc72f-435c-42cf-a45d-ede5e498a784,1df1fb27-f052-4531-a21f-a95a8a0714bf,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/57bfc72f-435c-42cf-a45d-ede5e498a784,fishways,NA,NA,0,NA,NA,Nova Scotia,Pool and weir,Roseway Main Dam,NA,NA,01EC,-65.34384026,43.78353129
7.1,Redesigned fishway from pool and weir fishway to Denil style design due to poor performance,0,1,NA,Lesser Slave River No.124,NA,2,ab,1,GPS coordinates may not be completely accurate.,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Fawcett River,NA,NA,57c8b2c8-d27c-421a-b93a-5270309e768a,a4f3014a-2d3b-4883-bf0e-580a5729aeed,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/57c8b2c8-d27c-421a-b93a-5270309e768a,fishways,NA,NA,0,NA,Bank,Alberta,Denil,Fawcett River Weir Denil - 1,NA,AB-17040304,07BK,-114.0560212,55.31974596
0,NA,2018,1,NA,Grande Prairie County No. 1,tagged fish on spawning runs,0,ab,1,NA,NA,NA,NA,0,NA,0,1,0,NA,0,0,NA,1,NA,0,0,0,0,NA,NA,To pass Esox lucius and Thymallus arcticus,Beaverlodge River,NA,NA,57f4a9a4-1bef-4a08-ab8c-7da9c0f2a5b1,35051252-cf9a-446b-bbc4-7494110f8925,"{""Arctic grayling (Thymallus arcticus)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/57f4a9a4-1bef-4a08-ab8c-7da9c0f2a5b1,fishways,NA,NA,1983,NA,NA,Alberta,Denil,Beaverlodge River Weir,NA,AB-18020401,07GD,-119.449725,55.19179249
0,NA,0,0,NA,Georgina,NA,0,on,6,"Owned by MNR

Fishway is installed annually, 300 fish are passed annually

Removable structure which is removed during the winter.

Constructed for another site in 1977, transferred to Pefferlaw in 1985.

Near Georgina, Ontario.",Volunteers from the Pefferlaw Anglers,NA,NA,0,NA,0,0,2.6,Circular vertical slot fishway,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Pefferlaw Brook,NA,NA,589d6e28-6881-47ef-8e7c-cded4759fec7,b6253c47-9b6d-41fa-9e3f-e6b5e0b03f86,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/589d6e28-6881-47ef-8e7c-cded4759fec7,fishways,NA,NA,1985,NA,NA,Ontario,Vertical slot,Pefferlaw Fishway,NA,ON-02EC-07,02EC,-79.19723101,44.31355315
0,NA,0,0,None,Toronto,NA,0,on,2,"Owned by the Toronto Region Conservation Authority

Fishway is not monitored",NA,NA,NA,0,NA,0,0,1.5,"The rock ramp was constructed and upstream weir reshaped along with riverbed reshaping, allowing salmon to pass upstream

Rocky ramp design comprised of river and armour stone",0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Don River,NA,NA,59197680-f6aa-414e-b25c-39d07b3f1b5a,08efd7ae-8f7e-4497-9ce5-3b1a0499629a,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/59197680-f6aa-414e-b25c-39d07b3f1b5a,fishways,NA,NA,1999,NA,NA,Ontario,Nature-like fishway,Lawrence Avenue Rock Ramp,NA,ON-02HC-06,02HC,-79.33278118,43.74134582
0,NA,0,0,NA,"Cumberland, Subd. C",Evaluation of fish Passage,0,ns,3,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,a0d3b51e-3474-4df2-a110-59c3a54b93f9,1908b122-f7ef-46c8-abfc-03f9ff81f6bd,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/a0d3b51e-3474-4df2-a110-59c3a54b93f9,fishways,NA,NA,0,NA,NA,Nova Scotia,Pool and weir,Nappan,NA,NA,01DL,-64.09186824,45.76800946
0,NA,0,0,NA,"Division No.  8, Subd. C",Counting Traps,0,nl,3,Original fishways were wooden no mention of replacement fishways being installed in moores and Ash 1984.,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Riverhead Brook,NA,NA,aa9375c5-c138-4bf0-9c51-442aa344e74c,NA,"{""Atlantic salmon (Salmo salar)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/aa9375c5-c138-4bf0-9c51-442aa344e74c,fishways,NA,NA,1954,NA,NA,Newfoundland and Labrador,Pool and weir,Riverhead Brook Dam fishway B,NA,NA,02YP,-56.13489771,49.42596196
0,NA,0,0,NA,"Division No.  7, Subd. E",NA,0,nl,3,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Northwest River,NA,NA,5672fcd8-746c-4605-bdc8-9176a75b0961,NA,"{""Atlantic salmon (Salmo salar)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/5672fcd8-746c-4605-bdc8-9176a75b0961,fishways,NA,NA,1949,NA,NA,Newfoundland and Labrador,Pool and weir,Northwest River fishway,NA,NA,02YS,-54.23048926,48.40700999
0,NA,0,0,NA,"Division No.  8, Subd. C",Counting Traps,0,nl,3,Original fishways were wooden no mention of replacement fishways being installed in moores and Ash 1984.,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,junsep,NA,NA,Riverhead Brook,NA,NA,6939a9cc-2ee1-40db-b5a9-f037d08ee84c,NA,"{""Atlantic salmon (Salmo salar)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/6939a9cc-2ee1-40db-b5a9-f037d08ee84c,fishways,NA,NA,1954,NA,NA,Newfoundland and Labrador,Pool and weir,Riverhead Brook Dam fishway A,NA,NA,02YP,-56.13497223,49.42597481
0,NA,0,0,NA,Laval,NA,0,qc,3,"Near Laval

Techincal report

Desrocher et Roy, 1992; Desrochers, 1991; Environnement Illimitd, 1993, 1994",Hydro Quabec,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Riviore Des Prairies/Laval,NA,NA,4431afba-a63c-4366-8d0a-309506a61228,57448e99-1a02-48ec-8908-0aa8348b604d,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/4431afba-a63c-4366-8d0a-309506a61228,fishways,NA,NA,0,NA,NA,Quebec,Pool and weir,Centrale Rivi,Centrale Rivi,NA,210,-73.65705707,45.59085083
0,NA,0,0,NA,Halifax,NA,0,ns,3,Fish way has been built along bedrock outcropping and therefore the baffle height varies.,NA,NA,NA,0,NA,0,0,0,Functional & No Maintenance,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Sackville River,NA,NA,d0164cce-a97d-4de3-8e80-913df926227b,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/d0164cce-a97d-4de3-8e80-913df926227b,fishways,NA,NA,0,NA,NA,Nova Scotia,Pool and weir,Donald John Cox Fishway,NA,NA,01EJ,-63.71244807,44.77394261
8.3,NA,0,0,NA,Eeyou Istchee Baie-James,NA,2,qc,6,NA,Societe d'Energie Baie James,NA,NA,31,La societe de l'energie de Baie James,1,1,2.4,NA,0,0,NA,0,NA,0,0,2,0,NA,La societe de l'energie de Baie James,To pass walleye and northern pike,BA-02,NA,NA,1bc11514-5121-4cb8-a3ef-208a2b313780,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/1bc11514-5121-4cb8-a3ef-208a2b313780,fishways,NA,NA,1980,Surface,Bank,Quebec,Vertical slot,BA-02,BA-02,NA,03DCB,-76.94979515,53.46796853
0,NA,0,0,NA,"Division No.  3, Subd. A",NA,0,nl,3,fishway does not work very well,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,to pass salmon upstream of natural barriers,Bay du Nord River,NA,NA,dbfc206c-0f71-4e39-af69-cd895e4f105a,NA,"{""Atlantic salmon (Salmo salar)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/dbfc206c-0f71-4e39-af69-cd895e4f105a,fishways,NA,NA,1949,NA,NA,Newfoundland and Labrador,Pool and weir,Smokey Falls,NA,NA,02ZF,-55.44993753,47.82824902
0,NA,0,0,NA,"Division No.  4, Subd. C",NA,0,nl,3,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Flat Bay Brook,NA,NA,f0cd313c-8ea1-4cfa-89d4-315ee4c969b6,NA,"{""Atlantic salmon (Salmo salar)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/f0cd313c-8ea1-4cfa-89d4-315ee4c969b6,fishways,NA,NA,0,NA,NA,Newfoundland and Labrador,Pool and weir,Flat Bay Brook fishway,NA,NA,02ZA,-58.57073978,48.40534065
0,NA,0,0,NA,Yarmouth,NA,0,ns,9,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Cloverhill Brook,NA,NA,c833173f-01c5-4277-8d0a-b69fe71dd09f,779e5bf0-ff98-457a-9dce-a2563ba22279,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c833173f-01c5-4277-8d0a-b69fe71dd09f,fishways,NA,NA,0,NA,NA,Nova Scotia,Unknown,Beaver Lk Meadow,NA,NA,01EA,-66.01001036,43.91668134
0,NA,0,0,NA,Clare,NA,0,ns,9,We could not get within 2 km of the site because the roads were gated.,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Blackadar Brook,NA,NA,a24fa816-7df6-4990-a67b-925bb5cac2e7,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/a24fa816-7df6-4990-a67b-925bb5cac2e7,fishways,NA,NA,0,NA,NA,Nova Scotia,Unknown,NA,NA,NA,01DA,-65.97351082,44.23352014
0,NA,0,0,NA,Lac-Ashuapmushuan,NA,0,qc,9,"fish called Passe Hydro Ilnu

Gilles R.Gill

Socirts MINASTUK  societe.minashtuk@cgocable.ca",Hydro Ilnu,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Riviere Mistassibi,NA,NA,3395352d-9aa0-47ca-91d1-da0e3268ed36,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/3395352d-9aa0-47ca-91d1-da0e3268ed36,fishways,NA,NA,0,NA,NA,Quebec,Unknown,Centrale Minashtuk,Centrale Minashtuk,NA,02RG,-72.12200121,48.5421097
0,NA,0,0,NA,Clare,NA,0,ns,3,We could not get a good look at the fish way. Water flowing over the dam was preventing access to the fish way. The fish way did not appear to be passable.,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Salmon River,NA,NA,75951bf8-d9cd-4ffc-9ca5-576886b514ab,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/75951bf8-d9cd-4ffc-9ca5-576886b514ab,fishways,NA,NA,0,NA,NA,Nova Scotia,Pool and weir,NA,NA,NA,01DA,-66.05959885,44.17492913
0,NA,0,0,Fish trap counts,"Division No.  9, Subd. A",NA,2,nl,3,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,2,0,junsep,NA,NA,Lomond River,NA,NA,aba46709-dbba-4a3c-b7ed-b943950fe5e7,NA,"{""Brook trout (Salvelinus fontinalis)"",""Atlantic salmon (Salmo salar)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/aba46709-dbba-4a3c-b7ed-b943950fe5e7,fishways,NA,NA,0,Surface,Bank,Newfoundland and Labrador,Pool and weir,Lomond River fishway,NA,NA,02YH,-57.72007108,49.39140181
0,NA,0,0,NA,Halifax,NA,0,ns,3,There was no fish way at coordinates. There was a bridge with a beaver dam. Spoke with a man who said there was a fish way.,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Lay Lake,NA,NA,3479f953-715e-4758-9a56-518cdc7c8fc7,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/3479f953-715e-4758-9a56-518cdc7c8fc7,fishways,NA,NA,0,NA,NA,Nova Scotia,Pool and weir,NA,NA,NA,01EK,-63.2017959,44.91734132
0,NA,0,0,NA,"Division No.  3, Subd. D",NA,0,nl,9,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,506dfaa1-88d1-413b-b34f-b444576d5961,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/506dfaa1-88d1-413b-b34f-b444576d5961,fishways,NA,NA,0,NA,NA,Newfoundland and Labrador,Unknown,NA,NA,NA,02ZDA,-56.81209152,48.1850033
0,NA,0,0,NA,Digby,NA,0,ns,9,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Bear River,NA,NA,cd4e9a92-a7d8-4c24-89cc-d1dc4e90aa79,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/cd4e9a92-a7d8-4c24-89cc-d1dc4e90aa79,fishways,NA,NA,0,NA,NA,Nova Scotia,Unknown,Watson Peck,NA,NA,01DB,-65.63833172,44.57167621
0,NA,0,0,NA,Clare,Evaluation of fish Passage,0,ns,3,The sides of the fish way and the baffles have been blown out. The fish way is filled with beaver debris. The wood is rotten. There is a beaver lodge approximately 50 m from the exit of the fish way. The beavers would need to be trapped and the fish way,NA,NA,NA,0,NA,0,0,0,Requires Repair & Requires Maintenance,0,0,NA,1,NA,0,0,0,0,NA,NA,NA,Belliveau River,NA,NA,954dd6a8-a08d-4c4a-94b0-f757eae9b85d,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/954dd6a8-a08d-4c4a-94b0-f757eae9b85d,fishways,NA,NA,0,NA,NA,Nova Scotia,Pool and weir,William Belliveau,NA,NA,01DA,-66.02668285,44.35215316
0,NA,0,0,NA,Digby,Evaluation of fish Passage,0,ns,3,"There are two waterfalls downstream from the fish way, both have a drop of approximately 1 m. There is a baffled culvert immediately upstream from the fish way.",NA,NA,NA,0,NA,0,0,0,Functional & No Maintenance,0,0,NA,1,NA,0,0,0,0,NA,NA,NA,Roach Brook,NA,NA,941fdf48-9b37-4236-852f-3298d67e9e17,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/941fdf48-9b37-4236-852f-3298d67e9e17,fishways,NA,NA,0,NA,NA,Nova Scotia,Pool and weir,NA,NA,NA,01DB,-65.71654875,44.60485921
0,NA,0,0,NA,"Kings, Subd. A",NA,0,ns,2,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Cornwallis,NA,NA,afbf9522-2eca-4aa4-9f59-2b8d76659921,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/afbf9522-2eca-4aa4-9f59-2b8d76659921,fishways,NA,NA,2014,NA,NA,Nova Scotia,Nature-like fishway,NA,NA,NA,01DD,-64.72709843,45.09570332
0,NA,0,0,NA,"Kings, Subd. B",NA,0,ns,3,There is a tidal gate located at the coordinates.,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Habitant Creek,NA,NA,3def8238-2da1-47ae-9fda-45db697fc0e8,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/3def8238-2da1-47ae-9fda-45db697fc0e8,fishways,NA,NA,0,NA,NA,Nova Scotia,Pool and weir,NA,NA,NA,01DD,-64.40821286,45.15095054
0,NA,0,0,NA,Halifax,NA,0,ns,9,No fish way located at coordinates.,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,03fb8c1e-4c56-4689-864f-1c1b2f85e6db,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/03fb8c1e-4c56-4689-864f-1c1b2f85e6db,fishways,NA,NA,0,NA,NA,Nova Scotia,Unknown,NA,NA,NA,01DG,-63.61723804,44.8465653
0,NA,0,0,NA,Halifax,NA,0,ns,9,No fish way located at coordinates.,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Beaver Lake,NA,NA,e592dc61-0a16-4e68-972d-7c19fd16d21b,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/e592dc61-0a16-4e68-972d-7c19fd16d21b,fishways,NA,NA,0,NA,NA,Nova Scotia,Unknown,NA,NA,NA,01EK,-63.21992191,44.95586333
0,NA,0,0,NA,West Hants,NA,0,ns,9,"Could not locate an access point. The coordinates are likely located on a private, gated drive.",NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Avon River,NA,NA,2de9034b-1f14-4816-8d4e-f035ec1de2f2,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/2de9034b-1f14-4816-8d4e-f035ec1de2f2,fishways,NA,NA,0,NA,NA,Nova Scotia,Unknown,Akins Meadow,NA,NA,01DE,-64.16734324,45.03107632
0,NA,0,0,NA,East Hants,NA,0,ns,9,Could not locate fish way. The coordinates are not near a roadway or a dam.,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,b608d28d-c364-4ed6-ae29-a92785bad483,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b608d28d-c364-4ed6-ae29-a92785bad483,fishways,NA,NA,0,NA,NA,Nova Scotia,Unknown,NA,NA,NA,01DG,-63.55296804,45.22537937
0,NA,0,0,NA,"Kings, Subd. D",NA,0,ns,3,There is not a fish way at coordinates. There is a downstream by pass. Passable only for downstream migration. The site is near a hydro plant.,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Black River,NA,NA,05b4140e-152f-4304-9682-ab5f8fbb6831,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/05b4140e-152f-4304-9682-ab5f8fbb6831,fishways,NA,NA,0,NA,NA,Nova Scotia,Pool and weir,Hell's Gate,NA,NA,01DD,-64.37636731,45.00364331
0,NA,0,0,NA,East Hants,Evaluation of fish Passage,0,ns,3,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,1,NA,0,0,0,0,NA,NA,NA,Duncan Brook,NA,NA,b56eb7f1-34e5-40ce-bd46-9b6c04c9169a,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b56eb7f1-34e5-40ce-bd46-9b6c04c9169a,fishways,NA,NA,0,NA,NA,Nova Scotia,Pool and weir,Georgefield Marsh,NA,NA,01DG,-63.53474123,45.20398255
0,NA,0,0,NA,"Kings, Subd. B",NA,0,ns,3,"There is research being done on the fish way. The equipment appears to be acoustic receivers. The culvert that is immediately downstream is circular, concrete, backwatered and passable. The water level was above the bottom two baffles during assessment.",NA,NA,NA,0,NA,0,0,0,Functional & No Maintenance,0,0,NA,1,NA,0,0,0,0,NA,NA,NA,Sheffield Mills,NA,NA,1a1353cd-9d6e-4800-a03d-9ecb24750344,cac07d66-fd3c-4f4f-8b56-1aacb758f511,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/1a1353cd-9d6e-4800-a03d-9ecb24750344,fishways,NA,NA,0,NA,NA,Nova Scotia,Pool and weir,Sheffield Mills,NA,NA,01DD,-64.48505735,45.15158734
0,NA,0,0,NA,Clare,NA,0,ns,6,The coordinates are located at a dam that has a section removed and there is no fish way. The notch in the dam is not a full barrier.,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Seven Pence Halfpenny Brook,NA,NA,26ad38c3-28b4-4cc6-90f5-4276b31de293,bf514734-636b-496b-ad37-1af2cf4f22b1,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/26ad38c3-28b4-4cc6-90f5-4276b31de293,fishways,NA,NA,0,NA,NA,Nova Scotia,Vertical slot,Wentworth Dam,NA,NA,01EA,-65.9057478,44.23169114
0,NA,0,0,NA,Cape Breton,NA,0,ns,3,Some evidence of spawning directly upstream. Fencing around fish way damaged and liable to collect debris. Drop from bottom pool to water level is ~40cm at time of assessment. Plunge pool too large to measure tailwater control.,NA,NA,NA,0,NA,0,0,0,Requires Repairs & No Maintenance,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Sydney River,NA,NA,59dd96c6-ea82-4fa4-b093-6de25dd8b205,ee53f1e2-5374-486a-bdc9-f6bd17e97872,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/59dd96c6-ea82-4fa4-b093-6de25dd8b205,fishways,NA,NA,2017,NA,NA,Nova Scotia,Pool and weir,Sydney River Dam,NA,NA,01FJ,-60.24307691,46.10296657
0,NA,0,0,NA,"Division No.  6, Subd. D",NA,0,nl,5,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,To pass Salmo salar,NA,NA,NA,71f781fa-1cb6-4e1e-8972-22a888305ab4,aa6e3b45-2a67-4f93-8d2a-4ee2dc858a55,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/71f781fa-1cb6-4e1e-8972-22a888305ab4,fishways,NA,NA,2012,NA,NA,Newfoundland and Labrador,Trap and truck,Rattling Brook Fishway,NA,NA,02YOB,-55.30289851,49.0696092
0,NA,0,0,NA,Halifax,NA,0,ns,3,"There is no fish way at coordinates. The dam has blown out, allowing water to pass. We spoke with the land owner, who said that there was going to be a fish ladder installed but the river runs dry in the summer. There is a river that flows year round jus",NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,e0f1b1ff-467f-432c-8cea-15fd2dcb2726,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/e0f1b1ff-467f-432c-8cea-15fd2dcb2726,fishways,NA,NA,0,NA,NA,Nova Scotia,Pool and weir,Lower Mill Dam,NA,NA,01EM,-62.54475068,44.92910033
0,NA,0,0,NA,Halifax,NA,0,ns,2,Site visited and no fish way found near coordinates. Possibly a D/S Bypass at head of the dam however not confirmed.,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Fall River,NA,NA,3a8f10f0-5aa2-4486-9368-7d949085a7bf,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/3a8f10f0-5aa2-4486-9368-7d949085a7bf,fishways,NA,NA,0,NA,NA,Nova Scotia,Nature-like fishway,NA,NA,NA,01DG,-63.60769078,44.80786931
