useirrigat,downpassag,catchmenta,waterbodyn,reservoirn,reservoir1,operatingn,waterbody1,maintenanc,constructi,completele,use_supply,userecreat,usepolluti,use_other,usenavigat,useirriga1,useinvasiv,usefloodco,usesupplyc,useotherco,functionco,lakecontro,spillwayty,turbinetyp,dam_use,datasource,featuretyp,downpassa1,lakecontr1,municipali,functionna,operatings,cabd_id,passabilit,facilityna,facilityn1,uppassaget,provincete,passabili1,operating1,ownershipt,usefloodc1,damconditi,ownership1,provincet1,federalcom,provincial,assesssche,expectedli,maintenan1,spillwayca,reservoirp,reservoird,avgrateofd,size_class,degreeofre,length_m,hydropeaki,passabili2,generating,turbinenum,upstreamli,reservoira,storagecap,provincia1,construct1,useelectri,userecrea1,usenaviga1,usefishcod,usepollut1,useinvasi1,sizeclassc,height_m,construct2,owner,federalflo,comments,completel1,use_code,nhnwaters1,lastmodifi,removedyea,useanalysi,conditionc,use_fish,useelectr1,uppassage1,turbinety1,spillwayt1,damnameen,damnamefr,PRPWSHID,NHN4DWSH,Longitude,Latitude
0,0,0,"Escalier, RDservoir l'",NA,ESCALIER (L'),NA,Du Lievre,1/1/2008,4,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/de84a4ce-6ea8-4fb5-a5e7-319bd37db8d1,dams,NA,NA,Val-des-Bois,Unknown,Unknown,de84a4ce-6ea8-4fb5-a5e7-319bd37db8d1,Barrier,NA,NA,0,qc,1,5,4,0,NA,Private,Quebec,NA,NA,NA,0,1/1/2006,0,1,0,0,Large,0,175.3,0,NA,0,0,0,6.67,599,0,Gravity,1,0,0,0,0,0,3,20.16,1929,Services 6nergie Brookfield inc.,0,NA,2,2,Lower Li vre,6/29/2022,0,1,0,NA,Main,NA,Unknown,NA,High  Falls (1) - Evacuateur,"High Falls-1, Barrage de",NA,02LF,-75.64752589,45.84339632
0,0,0,NA,NA,NA,NA,NA,1/1/2013,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/37324140-5530-464f-b4b0-c0025c22a95e,dams,NA,NA,Caniapiscau,Unknown,Unknown,37324140-5530-464f-b4b0-c0025c22a95e,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2013,0,0,0,0,Small,0,61,0,NA,0,0,0,0,1.00E-06,0,Earth,0,0,0,0,0,0,1,4.78,1960,Hydro-Quabec,0,NA,2,2,Sable,6/29/2022,0,0,0,NA,NA,NA,Unknown,NA,NA,"Hart-Jaune, Digue HJ-8",NA,03LC,-67.87556465,54.81034266
0,0,0,"Bouchard, Lac",NA,NA,NA,NA,1/1/2016,2,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/fbc7422d-a98a-4b77-83ac-60b4be88652e,dams,NA,NA,Waltham,Unknown,Unknown,fbc7422d-a98a-4b77-83ac-60b4be88652e,Barrier,NA,NA,0,qc,1,5,4,0,NA,Private,Quebec,NA,NA,NA,0,1/1/2017,0,1,0,0,Small,0,48.1,0,NA,0,0,0,0.564,0.80652,0,Buttress,0,0,0,0,0,0,1,4.13,1963,Socirts en commandite Waltham 8nergie,0,NA,2,2,Noire,6/29/2022,0,1,0,NA,NA,NA,Unknown,NA,Barrage Bouchard,"Bouchard, Barrage",NA,02KH,-76.89186374,46.10221189
0,0,0,"Ours, Lac B l'",NA,NA,NA,NA,1/1/2020,8,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/40c1c62c-7e6b-411d-b5ec-9bb2db0b4872,dams,NA,NA,Lac-Nilgaut,Unknown,Unknown,40c1c62c-7e6b-411d-b5ec-9bb2db0b4872,Barrier,NA,NA,0,qc,1,5,4,0,NA,Private,Quebec,NA,NA,NA,0,NA,0,1,0,0,Small,0,34.5,0,NA,0,0,0,2.88,5.76,0,Timber,0,0,0,0,0,0,1,3.39,1953,Societ,0,NA,2,2,Noire,6/29/2022,0,1,0,NA,NA,NA,Unknown,NA,NA,NA,NA,02KH,-76.90322208,46.17157023
0,0,0,NA,NA,NA,NA,NA,NA,4,Minimal,Main,NA,NA,NA,NA,NA,NA,NA,1,0,13,0,0,0,Water supply,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/d0cc745b-7e71-4551-8f66-3254cfd3dff1,dams,NA,NA,Middle Arm,Unknown,Active,d0cc745b-7e71-4551-8f66-3254cfd3dff1,Barrier,Middle Arm Water Supply,NA,0,nl,1,2,3,0,NA,Municipal,Newfoundland and Labrador,NA,NA,NA,0,NA,0,0,0,0,Medium,0,0,0,NA,0,0,0,0,0,0,Gravity,0,0,0,0,0,0,2,5,1985,Town Of Middle Arm,0,NA,2,3,Western Notre Dame Bay,6/29/2022,0,1,0,NA,NA,NA,NA,NA,Middle Arm Dam,NA,NA,02YM,-56.10234285,49.7063755
0,0,0,"Duval, Lac",NA,DUVAL,NA,NA,1/1/2022,4,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/57af361d-92a2-4d8b-9955-562708d4c6d9,dams,NA,NA,Lac-Nilgaut,Unknown,Unknown,57af361d-92a2-4d8b-9955-562708d4c6d9,Barrier,NA,NA,0,qc,1,5,4,0,NA,Private,Quebec,NA,NA,NA,0,1/1/2010,0,1,0,0,Small,0,128.05,0,NA,0,0,0,11.6565,38.23332,0,Gravity,0,0,0,0,0,0,1,4.5,1966,Compagnie d'estacades des rividres Coulonge & Crow ltde,0,NA,2,2,Coulonge,6/29/2022,0,1,0,NA,NA,NA,Unknown,NA,NA,NA,NA,02KG,-76.86060782,46.27568103
0,0,0,NA,NA,NA,NA,NA,1/1/2022,8,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/3507edf4-00f5-4ee6-b99f-782534c98e37,dams,NA,NA,Lac-au-Brochet,Unknown,Unknown,3507edf4-00f5-4ee6-b99f-782534c98e37,Barrier,NA,NA,0,qc,1,5,4,0,NA,Private,Quebec,NA,NA,NA,0,1/1/2010,0,1,0,0,Small,0,84,0,NA,0,0,0,1.2,4.68,0,Timber,0,0,0,0,0,0,1,4.5,1985,Societ,0,NA,2,2,Portneuf,6/29/2022,0,1,0,NA,NA,NA,Unknown,NA,NA,NA,NA,02SC,-69.86415046,49.14377376
0,0,0,Aux Outardes,NA,NA,NA,Aux Outardes,1/1/2005,4,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8c7bfd4c-0f74-4d74-b643-c15e687f1bce,dams,NA,NA,Rivi,Unknown,Unknown,8c7bfd4c-0f74-4d74-b643-c15e687f1bce,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2005,0,1,0,0,Large,0,110,0,NA,0,0,0,6.25,24352,0,Gravity,1,0,0,0,0,0,3,17,1969,Hydro-Quabec,0,NA,2,2,Lower aux Outardes,6/29/2022,0,1,0,NA,Main,NA,Unknown,NA,"Outardes-4, Evacuateurs Aux","Outardes-4, Evacuateur aux",NA,02TE,-68.92328106,49.67427608
0,0,0,"Kempt, Lac",NA,"Kempt, lac",NA,Manouane,1/1/2004,4,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c63d17ff-a3a7-4d29-9966-994e4f2676f8,dams,NA,NA,Baie-Obaoca,Unknown,Unknown,c63d17ff-a3a7-4d29-9966-994e4f2676f8,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2004,0,1,0,0,Medium,0,108.84,0,NA,0,0,0,181.9,971,0,Gravity,1,0,0,0,0,0,2,7.3,1941,Hydro-Quabec,0,NA,2,2,Manouane,6/29/2022,0,1,0,NA,Main,NA,Unknown,NA,Manouane-A,"Manouane-A, Barrage de la",NA,02NB,-74.18496422,47.53698986
0,0,0,"Dozois, RAservoir",NA,DOZOIS,NA,Outaouais,1/1/2005,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c7451228-10df-4de6-8afb-577fdf8a2ab1,dams,NA,NA,Raservoir-Dozois,Unknown,Unknown,c7451228-10df-4de6-8afb-577fdf8a2ab1,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2005,0,1,0,0,Medium,0,110,0,NA,0,0,0,319,1218,0,Earth,1,0,0,0,0,0,2,8.22,1948,Hydro-Quabec,0,NA,2,2,Upper Ottawa - Headwaters,6/29/2022,0,1,0,NA,Main,NA,Unknown,NA,"Young, Digue","Young, Digue",NA,02JA,-77.33528451,47.35229867
0,0,0,"Mitis, Riviere",NA,NA,NA,"Mitis, Riviere",1/1/2006,4,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/ef29e898-a93a-4dd7-9842-d5bf6194a949,dams,NA,NA,Price,Unknown,Unknown,ef29e898-a93a-4dd7-9842-d5bf6194a949,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2006,0,0,0,0,Medium,0,265,0,NA,0,0,0,0,0.103,0,Gravity,0,0,0,0,0,0,2,10,1923,Hydro-Quabec,0,NA,2,2,Rimouski,6/29/2022,0,1,0,NA,NA,NA,Unknown,NA,Barrage de la Mitis-1,"Mitis-1, Barrage de la",NA,02QA,-68.1356448,48.60319644
0,0,0,NA,NA,NA,NA,NA,NA,9,Unverified,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Unknown,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/442538d2-c2cb-46b2-b67e-2d15941a8027,dams,NA,NA,Foam Lake No. 276,Unknown,Unknown,442538d2-c2cb-46b2-b67e-2d15941a8027,Barrier,NA,NA,0,sk,1,5,7,0,NA,Unknown,Saskatchewan,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Unknown,0,0,0,0,0,0,4,0,0,NA,0,NA,1,11,Whitesand,6/29/2022,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,05MB,-103.3593507,51.47483377
0,0,0,"Caniapiscau, Lac",NA,CANIAPISCAU,NA,NA,1/1/2010,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/e85c5262-4b58-4af0-ab4b-6af30823049d,dams,NA,NA,Eeyou Istchee Baie-James,Unknown,Unknown,e85c5262-4b58-4af0-ab4b-6af30823049d,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2010,0,1,0,0,Large,0,265.2,0,NA,0,0,0,4275,40867,0,Earth,0,0,0,0,0,0,3,20.4,1981,Hydro-Quabec,0,NA,2,2,Headwaters Caniapiscau,6/29/2022,0,0,0,NA,NA,NA,Unknown,NA,NA,"Caniapiscau, Digue KC-24",NA,03LA,-70.18722322,54.08001057
0,0,0,NA,NA,NA,NA,NA,1/1/2013,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/057ec2d9-df31-44b0-9fc9-5c5275f06742,dams,NA,NA,Rivi,Unknown,Unknown,057ec2d9-df31-44b0-9fc9-5c5275f06742,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2013,0,0,0,0,Medium,0,900,0,NA,0,0,0,0,1.00E-06,0,Earth,0,0,0,0,0,0,2,8.42,1960,Hydro-Quabec,0,NA,2,2,Upper Manicouagan,6/29/2022,0,0,0,NA,NA,NA,Unknown,NA,NA,"Hart-Jaune, Digue HJ-7",NA,02TB,-67.87361104,51.80695477
0,0,0,NA,NA,NA,NA,NA,1/1/2013,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c87a5b50-f385-4513-b66e-f083969afa8d,dams,NA,NA,Rivi,Unknown,Unknown,c87a5b50-f385-4513-b66e-f083969afa8d,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2013,0,0,0,0,Small,0,43,0,NA,0,0,0,0,1.00E-06,0,Earth,0,0,0,0,0,0,1,0.76,1960,Hydro-Quabec,0,NA,2,2,Upper Manicouagan,6/29/2022,0,0,0,NA,NA,NA,Unknown,NA,NA,"Hart-Jaune, Digue HJ-6",NA,02TB,-67.8891666,51.79223255
0,0,0,NA,NA,NA,NA,NA,1/1/2013,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/a706488c-da56-4cec-ba50-b19c412517d5,dams,NA,NA,Rivi,Unknown,Unknown,a706488c-da56-4cec-ba50-b19c412517d5,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2013,0,0,0,0,Small,0,431.5,0,NA,0,0,0,0,3.5,0,Earth,0,0,0,0,0,0,1,4.79,1960,Hydro-Quabec,0,NA,2,2,Upper Manicouagan,6/29/2022,0,1,0,NA,NA,NA,Unknown,NA,NA,"Hart-Jaune, Barrage secondaire",NA,02TB,-67.88916615,51.79040975
0,0,0,Chicoutimi,NA,NA,NA,Chicoutimi,1/1/2006,3,Minimal,Major,NA,NA,NA,NA,NA,NA,NA,2,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/86d05e76-062e-4de9-b352-7db28019c1a2,dams,NA,NA,Saguenay,Unknown,Unknown,86d05e76-062e-4de9-b352-7db28019c1a2,Barrier,NA,NA,0,qc,1,5,3,0,NA,Municipal,Quebec,NA,NA,NA,0,1/1/2009,0,1,0,0,Large,0,325,0,NA,0,0,0,0.225,2.385,0,Earth,1,0,0,0,0,0,3,22.75,1998,Ville de Saguenay,0,NA,2,2,Saguenay - Mouth,6/29/2022,0,1,0,NA,Main,NA,Unknown,NA,Pont-Arnaud,"Pont-Arnaud, Barrage de",NA,02RH,-71.12497768,48.40702852
0,0,0,NA,NA,NA,NA,NA,1/1/2013,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/d95a9b78-7e7f-4e10-b66e-4d0abd84cb48,dams,NA,NA,Rivi,Unknown,Unknown,d95a9b78-7e7f-4e10-b66e-4d0abd84cb48,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2013,0,0,0,0,Small,0,159,0,NA,0,0,0,0,3.2,0,Earth,0,0,0,0,0,0,1,4.79,1960,Hydro-Quabec,0,NA,2,2,Upper Manicouagan,6/29/2022,0,0,0,NA,NA,NA,Unknown,NA,NA,"Hart-Jaune, Digue HJ-3",NA,02TB,-67.89194437,51.78806589
0,0,0,NA,NA,NA,NA,NA,1/1/2013,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/0c54f60e-ee85-424e-a564-666df0659895,dams,NA,NA,Rivi,Unknown,Unknown,0c54f60e-ee85-424e-a564-666df0659895,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2013,0,0,0,0,Small,0,100,0,NA,0,0,0,0,2.5,0,Earth,0,0,0,0,0,0,1,4.79,1960,Hydro-Quabec,0,NA,2,2,Upper Manicouagan,6/29/2022,0,0,0,NA,NA,NA,Unknown,NA,NA,"Hart-Jaune, Digue HJ-2",NA,02TB,-67.89999994,51.78528811
0,0,0,NA,NA,NA,NA,NA,1/1/2021,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/7f7a191a-dbff-4295-9589-40e90833b7c2,dams,NA,NA,Eeyou Istchee Baie-James,Unknown,Unknown,7f7a191a-dbff-4295-9589-40e90833b7c2,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,NA,0,0,0,0,Small,0,443,0,NA,0,0,0,0,362,0,Earth,0,0,0,0,0,0,1,4.2,2009,Hydro-Quabec,0,NA,2,2,Upper Rupert,6/29/2022,0,0,0,NA,NA,NA,Unknown,NA,NA,"Rupert, Digue LR-44",NA,03BB,-75.26928822,51.66419406
0,0,0,"Saint-Jean, Lac",NA,SAINT-JEAN,NA,Saguenay,1/1/2006,4,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/0e3dd2be-e1fc-4656-9f0d-2a133528d343,dams,NA,NA,Alma,Unknown,Unknown,0e3dd2be-e1fc-4656-9f0d-2a133528d343,Barrier,NA,NA,0,qc,1,5,4,0,NA,Private,Quebec,NA,NA,NA,0,1/1/2004,0,1,0,0,Large,0,210.6,0,NA,0,0,0,1055,5420,0,Gravity,1,0,0,0,0,0,3,40.5,1926,Rio Tinto Alcan inc.,0,NA,2,2,Lac Saint-Jean,6/29/2022,0,1,0,NA,Main,NA,Unknown,NA,Isle-Maligne-4,"L'Isle-Maligne-4, cvacuateur de",NA,02RG,-71.6557715,48.58438881
0,0,0,"Saint-Jean, Lac",NA,SAINT-JEAN,NA,NA,1/1/2022,4,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8fa994e6-6cb9-4f30-92bc-81e8b5c5491a,dams,NA,NA,Alma,Unknown,Unknown,8fa994e6-6cb9-4f30-92bc-81e8b5c5491a,Barrier,NA,NA,0,qc,1,5,4,0,NA,Private,Quebec,NA,NA,NA,0,1/1/2004,0,1,0,0,Small,0,61,0,NA,0,0,0,1055,5420,0,Gravity,0,0,0,0,0,0,1,2.5,1992,Rio Tinto Alcan inc.,0,NA,2,2,Lac Saint-Jean,6/29/2022,0,1,0,NA,NA,NA,Unknown,NA,NA,"L'Isle-Maligne-5A, D",NA,02RG,-71.75094275,48.57657639
0,0,0,NA,NA,NA,NA,NA,1/1/2013,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/06da9a7b-9590-4621-9c4d-bcaf77271f8e,dams,NA,NA,Rivi,Unknown,Unknown,06da9a7b-9590-4621-9c4d-bcaf77271f8e,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2013,0,0,0,0,Small,0,58,0,NA,0,0,0,0,1.00E-06,0,Earth,0,0,0,0,0,0,1,1.74,1960,Hydro-Quabec,0,NA,2,2,Upper Manicouagan,6/29/2022,0,0,0,NA,NA,NA,Unknown,NA,NA,"Hart-Jaune, Digue HJ-1",NA,02TB,-67.90194438,51.784177
0,0,0,"Sainte-Anne, Lac",NA,SAINTE-ANNE,NA,NA,1/1/2017,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/9ceede91-024b-447b-8913-9564ad8d7279,dams,NA,NA,Rivi,Unknown,Unknown,9ceede91-024b-447b-8913-9564ad8d7279,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2018,0,1,0,0,Large,0,132,0,NA,0,0,0,240,2933,0,Earth,0,0,0,0,0,0,3,22,1958,Hydro-Quabec,0,NA,2,2,Lower Manicouagan,6/29/2022,0,0,0,NA,NA,NA,Unknown,NA,NA,"Lac-Sainte-Anne, Remblai Sud-Est du",NA,02TC,-67.70614484,49.98775197
0,0,0,"Saint-Jean, Lac",NA,SAINT-JEAN,NA,Saguenay,1/1/2006,4,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/7ff32563-0b65-4f1a-9928-562b323ba99f,dams,NA,NA,Alma,Unknown,Unknown,7ff32563-0b65-4f1a-9928-562b323ba99f,Barrier,NA,NA,0,qc,1,5,4,0,NA,Private,Quebec,NA,NA,NA,0,1/1/2004,0,1,0,0,Medium,0,112.8,0,NA,0,0,0,1055,5420,0,Gravity,1,0,0,0,0,0,2,11,1993,Rio Tinto Alcan inc.,0,NA,2,2,Lac Saint-Jean,6/29/2022,0,1,0,NA,Main,NA,Unknown,NA,Isle-Maligne-7,"L'Isle-Maligne-7, cvacuateur de",NA,02RG,-71.75856069,48.56513269
0,0,0,NA,NA,NA,NA,NA,NA,4,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/bf76b872-26d9-4c0c-9041-8001118d516d,dams,NA,NA,Habertville,Unknown,Unknown,bf76b872-26d9-4c0c-9041-8001118d516d,Barrier,NA,NA,0,qc,1,5,4,0,NA,Private,Quebec,NA,NA,NA,0,NA,0,1,0,0,Medium,0,50,0,NA,0,0,0,0.01,0.014,0,Gravity,0,0,0,0,0,0,2,5,1928,Sociity de valorisation 8nerg1tique 02 inc.,0,NA,2,2,Lac Saint-Jean,6/29/2022,0,1,0,NA,NA,NA,Unknown,NA,NA,NA,NA,02RG,-71.73615184,48.43931543
0,0,0,"Duhamel, Lac",NA,Duhamel,NA,Manouane,1/1/2016,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/663672bd-1955-4888-9e86-53fbcb901276,dams,NA,NA,Mont-Valin,Unknown,Unknown,663672bd-1955-4888-9e86-53fbcb901276,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2016,0,1,0,0,Medium,0,110,0,NA,0,0,0,0,14.6,0,Earth,1,0,0,0,0,0,2,7.73,2003,Hydro-Quabec,0,NA,2,2,Central Peribonca,6/29/2022,0,1,0,NA,Main,NA,Unknown,NA,"Manouane, Seuil Pk-51","Manouane, Seuil Pcologique PK-51",NA,02RB,-70.92744099,49.88583297
0,0,0,"Saint-Jean, Lac",NA,SAINT-JEAN,NA,Saguenay,1/1/2006,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/30868008-22f3-44a8-bd79-936972d4b296,dams,NA,NA,Alma,Unknown,Unknown,30868008-22f3-44a8-bd79-936972d4b296,Barrier,NA,NA,0,qc,1,5,4,0,NA,Private,Quebec,NA,NA,NA,0,1/1/2004,0,1,0,0,Large,0,198,0,NA,0,0,0,1055,5420,0,Earth,1,0,0,0,0,0,3,16.8,1926,Rio Tinto Alcan inc.,0,NA,2,2,Lac Saint-Jean,6/29/2022,0,0,0,NA,Main,NA,Unknown,NA,Isle-Maligne-8,"L'Isle-Maligne-8, Digue de",NA,02RG,-71.66604549,48.58610139
0,0,0,"Baskatong, Rnservoir",NA,BASKATONG,NA,NA,1/1/2005,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/7c81ca1d-92e0-4ab7-bc53-4096e2b548ea,dams,NA,NA,Grand-Remous,Unknown,Unknown,7c81ca1d-92e0-4ab7-bc53-4096e2b548ea,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2005,0,1,0,0,Small,0,66.9,0,NA,0,0,0,319,239.36,0,Earth,0,0,0,0,0,0,1,4.17,1927,Hydro-Quabec,0,NA,2,2,Upper Gatineau,6/29/2022,0,0,0,NA,NA,NA,Unknown,NA,Digue du Bitobi-3,"Bitobi-3, Digue du",NA,02LG,-75.98967239,46.71923353
0,0,0,"Baskatong, Rgservoir",NA,BASKATONG,NA,NA,1/1/2005,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/af840220-4a7c-4a13-8316-b2c89db97b68,dams,NA,NA,Grand-Remous,Unknown,Unknown,af840220-4a7c-4a13-8316-b2c89db97b68,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2005,0,1,0,0,Small,0,96,0,NA,0,0,0,319,0,0,Earth,0,0,0,0,0,0,1,4.2,1927,Hydro-Quabec,0,NA,2,2,Upper Gatineau,6/29/2022,0,0,0,NA,NA,NA,Unknown,NA,Digue Philnmon-2,"Philemon-2, Digue",NA,02LG,-75.85244626,46.64756551
0,0,0,NA,NA,NA,NA,NA,1/1/2011,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/6936373c-d31e-4639-8c6e-c19463ee402e,dams,NA,NA,Grenville-sur-la-Rouge,Unknown,Unknown,6936373c-d31e-4639-8c6e-c19463ee402e,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2012,0,0,0,0,Small,0,77,0,NA,0,0,0,0,0,0,Earth,0,0,0,0,0,0,1,2.35,1999,Hydro-Quabec,0,NA,2,2,Rouge and Nord,6/29/2022,0,0,0,NA,NA,NA,Unknown,NA,NA,"Chute-Bell, Digue de revanche de la",NA,02LC,-74.68657687,45.77218971
0,0,38956,"Caniapiscau, Lac",Caniapiscau,CANIAPISCAU,NA,Caniapiscau,1/1/2010,4,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,5,Hydroelectricity,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/0db9ff8f-87a1-4abf-baf4-b971e3fbcf69,dams,NA,NA,Caniapiscau,Unknown,Unknown,0db9ff8f-87a1-4abf-baf4-b971e3fbcf69,Barrier,NA,NA,0,qc,1,5,5,0,NA,Provincial/Territorial,Quebec,NA,NA,NA,0,1/1/2010,0,1,15.2,662364,Large,257.5,3370.19,0,NA,0,0,0,4275,53821,0,Gravity,1,0,0,0,0,0,3,53.5,1981,Hydro-Quabec,0,"Main outlet dam not at correct location; multiple dams, alternative dam lengths: 588m and 892m",2,2,Upper Caniapiscau,6/29/2022,0,0,0,NA,Main,NA,Unknown,NA,"Caniapiscau, Barrage KA-03","Caniapiscau, Barrage KA-03",NA,03LBB,-69.7852787,54.85112179
